playerID,year,SeasonsPlayed,Games,AtBats,Runs,Hits,Doubles,Triples,HomeRuns,RunsBattedIn,StolenBases,CaughtStealing,Walks,Strikeouts,IntentionalWalks,HitsByPitch,SacrificeHits,SacrificeFlies,GroundedIntoDoublePlays,BattingAverage,OnBasePercentage,SluggingPercentage,isArbitrationEligible,isFreeAgent,year_salary,teamID,salary,LogSalary,LogSalaryDifference,SalaryRatio
bumbral01,1984,10,119,344,47,93,12,1,3,24.0,9.0,5.0,25,35.0,0.0,0.0,2.0,3.0,11.0,0.2703488372093023,0.3172043010752688,0.3372093023255814,False,True,1985,SDN,160000,5.204119982655925,0.8867988770536872,7.705465442407822
burkech01,2005,0,108,318,49,79,19,2,5,26.0,11.0,6.0,23,62.0,0.0,6.0,9.0,3.0,7.0,0.24842767295597484,0.30857142857142855,0.36792452830188677,False,False,2006,HOU,362500,5.559308010907013,-0.025790382096343656,0.9423443215685176
burkech01,2006,1,123,366,58,101,23,1,9,40.0,11.0,1.0,27,77.0,0.0,14.0,4.0,2.0,6.0,0.27595628415300544,0.3471882640586797,0.4180327868852459,False,False,2007,HOU,415000,5.6180480967120925,0.25262823053007644,1.7890736960836844
burkech01,2007,2,111,319,39,73,19,2,6,28.0,9.0,3.0,27,52.0,1.0,8.0,8.0,1.0,10.0,0.22884012539184953,0.30422535211267604,0.3573667711598746,False,False,2008,ARI,955000,5.980003371583746,-0.38155221033510944,0.4153821115262914
burksel01,1987,0,133,558,94,152,30,2,20,59.0,27.0,6.0,41,98.0,0.0,2.0,4.0,1.0,1.0,0.2724014336917563,0.3239202657807309,0.44086021505376344,False,False,1988,BOS,125000,5.096910013008056,0.8925606909932409,7.808375515759324
burksel01,1988,1,144,540,93,159,37,5,18,92.0,25.0,9.0,62,89.0,1.0,3.0,4.0,6.0,8.0,0.29444444444444445,0.36661211129296234,0.48148148148148145,False,False,1989,BOS,275000,5.439332693830263,0.44131035261427787,2.762551306924023
burksel01,1989,2,97,399,73,121,19,6,12,61.0,21.0,5.0,36,52.0,2.0,5.0,2.0,4.0,8.0,0.3032581453634085,0.36486486486486486,0.47117794486215536,False,False,1990,BOS,475000,5.676693609624866,0.16118647763424043,1.4493940616751007
burksel01,1990,3,152,588,89,174,33,8,21,89.0,9.0,11.0,48,82.0,4.0,1.0,2.0,2.0,18.0,0.29591836734693877,0.3489827856025039,0.48639455782312924,True,False,1991,BOS,1825000,6.261262868792493,0.057800301988980785,1.1423529353772228
burksel01,1991,4,130,474,56,119,33,3,14,56.0,6.0,11.0,39,81.0,2.0,6.0,2.0,3.0,7.0,0.2510548523206751,0.31417624521072796,0.4219409282700422,True,False,1992,BOS,2300000,6.361727836017593,-0.12582177849079557,0.7484765899773612
burksel01,1992,5,66,235,35,60,8,3,8,30.0,5.0,2.0,25,48.0,2.0,1.0,0.0,2.0,5.0,0.2553191489361702,0.3269961977186312,0.41702127659574467,True,False,1993,CHA,2050000,6.311753861055754,-0.163244577484023,0.6866816191607905
burksel01,1993,6,146,499,75,137,24,4,17,74.0,6.0,9.0,60,97.0,2.0,4.0,3.0,8.0,11.0,0.2745490981963928,0.3520140105078809,0.4408817635270541,False,True,1994,COL,2333333,6.3679767232525215,-0.017290442795443894,0.9609693966540743
burksel01,1994,7,42,149,33,48,8,3,13,24.0,3.0,1.0,16,39.0,3.0,0.0,0.0,0.0,3.0,0.3221476510067114,0.3878787878787879,0.6778523489932886,False,True,1995,COL,3333333,6.522878701850887,-0.17137871429346596,0.673940080883121
burksel01,1995,8,103,278,41,74,10,6,14,49.0,7.0,3.0,39,72.0,0.0,2.0,1.0,1.0,7.0,0.26618705035971224,0.359375,0.49640287769784175,False,True,1996,COL,4033333,6.60566407970468,-0.3966227958322328,0.40121503953245957
burksel01,1996,9,156,613,142,211,45,8,40,128.0,32.0,6.0,61,114.0,2.0,6.0,3.0,2.0,19.0,0.3442088091353997,0.40762463343108507,0.6394779771615008,False,True,1997,COL,4000000,6.6020599913279625,0.4756195655687554,2.989644612416983
burksel01,1997,10,119,424,91,123,19,2,32,82.0,7.0,2.0,47,75.0,0.0,3.0,1.0,2.0,17.0,0.29009433962264153,0.3634453781512605,0.5707547169811321,False,True,1998,COL,4900000,6.690196080028514,-0.047844866005899434,0.895684655231481
burksel01,1998,11,142,504,76,147,28,6,21,76.0,11.0,8.0,58,111.0,1.0,5.0,6.0,9.0,12.0,0.2916666666666667,0.3645833333333333,0.49603174603174605,False,True,1999,SFN,4500000,6.653212513775344,-0.07868930594539503,0.8342778131095314
burksel01,1999,12,120,390,73,110,19,0,31,96.0,7.0,5.0,69,86.0,2.0,6.0,0.0,4.0,11.0,0.28205128205128205,0.39445628997867804,0.5692307692307692,False,True,2000,SFN,5500000,6.740362689494244,-0.15548902663469377,0.699054399621407
burksel01,2000,13,122,393,74,135,21,5,24,96.0,5.0,1.0,56,49.0,5.0,1.0,0.0,8.0,10.0,0.3435114503816794,0.4192139737991266,0.6055979643765903,False,True,2001,CLE,5666667,6.753327692205345,-0.2721390596013906,0.53439322112562
burksel01,2001,14,124,439,83,123,29,1,28,74.0,5.0,1.0,62,85.0,2.0,5.0,0.0,9.0,16.0,0.28018223234624146,0.36893203883495146,0.5421412300683371,False,True,2002,CLE,6666667,6.823908762659042,-0.02179993761768717,0.9510428007657252
burksel01,2002,15,138,518,92,156,28,0,32,91.0,2.0,3.0,44,108.0,3.0,6.0,1.0,1.0,13.0,0.30115830115830117,0.36203866432337434,0.5405405405405406,False,True,2003,CLE,7166667,6.8553172253956856,0.008197798710519955,1.0190554094944964
burksel01,2003,16,55,198,27,52,11,1,6,28.0,1.0,1.0,27,46.0,2.0,3.0,0.0,0.0,4.0,0.26262626262626265,0.35964912280701755,0.41919191919191917,False,True,2004,BOS,750000,5.8750612633917,0.5453114775803574,3.5100352470259413
burleri01,1986,8,93,271,35,77,14,0,5,29.0,1.0,3.0,33,32.0,1.0,1.0,6.0,1.0,2.0,0.28413284132841327,0.3627450980392157,0.39114391143911437,False,True,1987,BAL,200000,5.301029995663981,0.7977724709174314,6.277294020311155
burnije01,1993,0,86,263,49,64,10,6,13,38.0,3.0,6.0,38,66.0,4.0,1.0,2.0,2.0,2.0,0.24334600760456274,0.33881578947368424,0.4752851711026616,False,False,1994,NYN,175000,5.243038048686294,0.23874782502004788,1.7327975491490355
burnije01,1994,1,45,143,26,34,4,0,3,15.0,1.0,1.0,23,45.0,0.0,1.0,1.0,0.0,2.0,0.23776223776223776,0.3473053892215569,0.32867132867132864,False,False,1995,CLE,185000,5.267171728403014,0.2611054956430312,1.8243388035554016
burnije01,1997,2,153,494,85,139,37,8,27,85.0,20.0,13.0,75,111.0,8.0,5.0,3.0,0.0,8.0,0.2813765182186235,0.38153310104529614,0.5526315789473685,False,False,1998,MIL,912500,5.960232873128512,-0.15335509949771264,0.7024976899984675
burnije01,1998,3,161,609,92,160,28,1,38,125.0,7.0,4.0,70,158.0,7.0,4.0,1.0,7.0,9.0,0.2627257799671593,0.3391304347826087,0.49917898193760263,True,False,1999,MIL,3612500,6.5578078557646045,0.07603258374321165,1.1913313865054225
burnije01,1999,4,130,467,87,126,33,2,33,103.0,7.0,3.0,91,124.0,7.0,16.0,0.0,6.0,11.0,0.2698072805139186,0.4017241379310345,0.5610278372591007,True,False,2000,MIL,4462500,6.64957822912025,0.1798803521746315,1.513144320807387
burnije01,2000,5,161,564,91,131,29,2,31,98.0,6.0,4.0,99,121.0,10.0,14.0,0.0,9.0,12.0,0.2322695035460993,0.3556851311953353,0.45567375886524825,True,False,2001,MIL,5512500,6.741348602475895,-0.08478044317311806,0.8226584383934453
burnije01,2001,6,154,562,104,141,32,4,34,100.0,0.0,4.0,80,150.0,9.0,5.0,0.0,4.0,8.0,0.2508896797153025,0.34715821812596004,0.50355871886121,False,True,2002,NYN,7166667,6.8553172253956856,-0.1337375054839569,0.7349579542544442
burnije01,2002,7,154,479,65,103,15,0,19,54.0,10.0,7.0,58,135.0,5.0,10.0,1.0,2.0,11.0,0.2150313152400835,0.3114754098360656,0.3653444676409186,False,True,2003,NYN,12166667,7.085171621635291,-0.6162263503698568,0.24197675569838234
burnije01,2003,8,126,464,63,111,22,0,31,77.0,5.0,4.0,35,112.0,9.0,5.0,0.0,1.0,5.0,0.23922413793103448,0.299009900990099,0.4870689655172414,False,True,2004,COL,1250000,6.096910013008056,0.48362918915481856,3.045293735849694
burnije01,2004,9,150,540,94,153,30,4,37,110.0,5.0,6.0,58,124.0,7.0,5.0,0.0,3.0,7.0,0.2833333333333333,0.3564356435643564,0.5592592592592592,False,True,2005,CHN,4500000,6.653212513775344,0.013275066923862155,1.0310389376591684
burnije01,2005,10,160,605,84,156,31,2,24,87.0,5.0,4.0,57,109.0,3.0,3.0,1.0,5.0,12.0,0.2578512396694215,0.32238805970149254,0.43471074380165287,False,True,2006,PIT,6000000,6.778151250383644,-0.144127070462444,0.7175843021649498
burnsbi02,2015,0,125,520,70,153,18,9,5,42.0,26.0,8.0,26,81.0,1.0,6.0,1.0,2.0,5.0,0.29423076923076924,0.33393501805054154,0.3923076923076923,False,False,2016,OAK,512500,5.709693869727792,0.10435405339772341,1.271610347932004
burrepa01,2000,0,111,408,57,106,27,1,18,79.0,0.0,0.0,63,139.0,2.0,1.0,0.0,2.0,5.0,0.25980392156862747,0.35864978902953587,0.4632352941176471,False,False,2001,PHI,1905000,6.279894980011638,-0.3087413683804563,0.49120030932140174
burrepa01,2001,1,155,539,70,139,29,2,27,89.0,2.0,1.0,70,162.0,7.0,5.0,0.0,4.0,12.0,0.25788497217068646,0.34627831715210355,0.46938775510204084,False,False,2002,PHI,1905000,6.279894980011638,-0.17307428800867708,0.6713140118474875
burrepa01,2002,2,157,586,96,165,39,2,37,116.0,1.0,0.0,89,153.0,9.0,3.0,0.0,6.0,16.0,0.2815699658703072,0.3757309941520468,0.5443686006825939,False,False,2003,PHI,1250000,6.096910013008056,0.20855349330240713,1.6164173126221366
burrepa01,2003,3,146,522,57,109,31,4,21,64.0,0.0,0.0,72,142.0,2.0,4.0,0.0,1.0,18.0,0.20881226053639848,0.3088480801335559,0.4042145593869732,True,False,2004,PHI,4250000,6.628388930050312,-0.07442536821175239,0.8425091608645742
burrepa01,2004,4,127,448,66,115,17,0,24,84.0,2.0,0.0,78,130.0,7.0,2.0,0.0,6.0,10.0,0.25669642857142855,0.3651685393258427,0.45535714285714285,True,False,2005,PHI,7250000,6.860338006570994,-0.34251303963532553,0.4544508921757426
burrepa01,2005,5,154,562,78,158,27,1,32,117.0,0.0,0.0,99,160.0,6.0,3.0,0.0,5.0,12.0,0.28113879003558717,0.38863976083707025,0.50355871886121,True,False,2006,PHI,9750000,6.989004615698537,-0.26194996825385,0.5470789840499728
burrepa01,2006,6,144,462,80,119,24,1,29,95.0,0.0,0.0,98,131.0,5.0,3.0,0.0,4.0,11.0,0.25757575757575757,0.3880070546737213,0.5021645021645021,False,True,2007,PHI,13250000,7.122215878272827,-0.4921452375434514,0.3219991775751071
burrepa01,2007,7,155,472,77,121,26,0,30,97.0,0.0,0.0,114,120.0,1.0,4.0,0.0,8.0,10.0,0.2563559322033898,0.3996655518394649,0.5021186440677966,False,True,2008,PHI,14250000,7.153814864344529,-0.5554762434534215,0.27830676075781424
burrepa01,2008,8,157,536,74,134,33,3,33,86.0,0.0,0.0,102,136.0,8.0,1.0,0.0,6.0,10.0,0.25,0.3674418604651163,0.5074626865671642,False,True,2009,TBA,7000000,6.845098040014257,-0.13138109219606164,0.7389565581583498
burrepa01,2009,9,122,412,45,91,16,1,14,64.0,2.0,0.0,57,119.0,2.0,2.0,0.0,5.0,6.0,0.220873786407767,0.31512605042016806,0.36650485436893204,False,True,2010,TBA,9000000,6.954242509439325,-0.5031171221788622,0.31396618638040735
burrepa01,2010,10,96,289,41,77,16,0,18,51.0,0.0,2.0,47,77.0,4.0,0.0,0.0,5.0,5.0,0.2664359861591695,0.36363636363636365,0.5086505190311419,False,True,2011,SFN,1000000,6.0,0.3740626276919219,2.3662609009323505
burriem01,2008,0,95,240,37,68,6,1,1,18.0,13.0,5.0,23,24.0,1.0,5.0,5.0,1.0,7.0,0.2833333333333333,0.35687732342007433,0.32916666666666666,False,False,2009,SFN,404000,5.606381365110605,-0.2513412697964208,0.5606072761665666
burriem01,2009,1,61,202,18,48,6,0,0,13.0,11.0,4.0,14,34.0,1.0,2.0,1.0,1.0,3.0,0.2376237623762376,0.2922374429223744,0.26732673267326734,False,False,2010,SFN,410000,5.6127838567197355,-0.1718019536988855,0.6732836160475225
burriem01,2011,2,59,137,14,28,1,0,0,4.0,11.0,3.0,6,17.0,0.0,3.0,6.0,0.0,2.0,0.20437956204379562,0.2534246575342466,0.2116788321167883,False,False,2012,SFN,625000,5.795880017344075,-0.5028577138163186,0.3141537774888066
burrose01,2002,0,63,192,18,52,5,1,1,11.0,2.0,0.0,12,30.0,1.0,1.0,1.0,0.0,6.0,0.2708333333333333,0.3170731707317073,0.3229166666666667,False,False,2003,SDN,302000,5.480006942957151,-0.025016539010531247,0.9440249247918965
burrose01,2003,1,146,517,62,148,27,6,7,58.0,7.0,2.0,44,75.0,4.0,11.0,2.0,4.0,13.0,0.2862669245647969,0.3524305555555556,0.402321083172147,False,False,2004,SDN,340000,5.531478917042255,0.37075746919208985,2.348321039829642
burrose01,2004,2,130,523,76,156,23,3,2,47.0,5.0,4.0,31,52.0,4.0,9.0,1.0,0.0,6.0,0.2982791586998088,0.3481349911190053,0.3652007648183556,False,False,2005,SDN,1675000,6.224014811372864,-0.36251482430693294,0.43399544929222145
burrose01,2005,3,93,284,20,71,7,2,1,17.0,4.0,0.0,24,41.0,4.0,5.0,3.0,1.0,7.0,0.25,0.3184713375796178,0.2992957746478873,True,False,2006,TBA,1500000,6.176091259055681,-0.11989101096198684,0.7587679689176527
buschbr01,2008,0,70,218,29,64,9,0,4,47.0,0.0,2.0,19,42.0,0.0,0.0,0.0,7.0,6.0,0.29357798165137616,0.3401639344262295,0.38990825688073394,False,False,2009,MIN,412500,5.615423952885944,-0.16679918709804564,0.6810842116034737
bushho01,1999,0,128,485,69,155,26,4,5,55.0,32.0,8.0,21,82.0,0.0,6.0,8.0,3.0,9.0,0.31958762886597936,0.3533980582524272,0.42061855670103093,False,False,2000,TOR,1450000,6.161368002234975,-0.30959877602207886,0.49023151176021845
bushho01,2000,1,76,297,38,64,8,0,1,18.0,9.0,4.0,18,60.0,0.0,5.0,4.0,1.0,10.0,0.21548821548821548,0.27102803738317754,0.25252525252525254,False,False,2001,TOR,2550000,6.4065401804339555,-0.7753131506510211,0.16775939426958922
bushho01,2001,2,78,271,32,83,11,1,3,27.0,13.0,4.0,8,50.0,1.0,6.0,2.0,4.0,2.0,0.3062730627306273,0.3356401384083045,0.3874538745387454,False,False,2002,TOR,3375000,6.528273777167044,-0.8954183065553636,0.12722770506620976
bushra01,1984,1,113,311,46,69,17,1,11,43.0,1.0,2.0,31,60.0,6.0,4.0,0.0,10.0,1.0,0.22186495176848875,0.29213483146067415,0.3890675241157556,False,False,1985,MIN,120000,5.079181246047625,0.4356062855675029,2.726504919096464
bushra01,1985,2,97,234,26,56,13,3,10,35.0,3.0,0.0,24,30.0,1.0,5.0,0.0,2.0,3.0,0.23931623931623933,0.32075471698113206,0.44871794871794873,False,False,1986,MIN,220000,5.342422680822207,0.13700476330269584,1.3708968019548406
bushra01,1986,3,130,357,50,96,19,7,7,45.0,5.0,3.0,39,63.0,2.0,4.0,1.0,1.0,7.0,0.2689075630252101,0.34663341645885287,0.42016806722689076,True,False,1987,MIN,300000,5.477121254719663,0.5580371866027649,3.6144080979864706
bushra01,1987,4,122,293,46,74,10,2,11,46.0,10.0,3.0,43,49.0,5.0,3.0,5.0,5.0,6.0,0.2525597269624573,0.3488372093023256,0.4129692832764505,True,False,1988,MIN,350000,5.544068044350276,0.40671404545321366,2.5510210688271213
bushra01,1988,5,136,394,51,103,20,3,14,51.0,8.0,6.0,58,49.0,14.0,9.0,0.0,5.0,8.0,0.2614213197969543,0.3648068669527897,0.434010152284264,True,False,1989,MIN,550000,5.740362689494244,0.434077282626232,2.7169227017385835
bushra01,1989,6,141,391,60,103,17,4,14,54.0,5.0,8.0,48,73.0,6.0,3.0,0.0,2.0,16.0,0.26342710997442453,0.34684684684684686,0.43478260869565216,False,True,1990,MIN,350000,5.544068044350276,0.6103821821770588,4.077389330800316
bushra01,1990,7,73,181,17,44,8,0,6,18.0,0.0,3.0,21,27.0,2.0,6.0,0.0,2.0,2.0,0.2430939226519337,0.3380952380952381,0.3867403314917127,False,True,1991,MIN,500000,5.698970004336019,0.40718754947570623,2.5538039212788726
bushra01,1991,8,93,165,21,50,10,1,6,23.0,0.0,2.0,24,25.0,3.0,3.0,0.0,0.0,5.0,0.30303030303030304,0.4010416666666667,0.48484848484848486,False,True,1992,MIN,450000,5.653212513775344,0.3568865354666704,2.2745031124914434
bushra01,1992,9,100,182,14,39,8,1,2,22.0,1.0,1.0,11,37.0,3.0,2.0,0.0,3.0,5.0,0.21428571428571427,0.26262626262626265,0.3021978021978022,False,True,1993,MIN,250000,5.3979400086720375,0.5182700047308675,3.2981469717249934
buterdr01,2010,0,49,142,12,28,6,1,2,13.0,0.0,0.0,4,25.0,0.0,4.0,3.0,2.0,5.0,0.19718309859154928,0.23684210526315788,0.29577464788732394,False,False,2011,MIN,429000,5.632457292184724,-0.1804632507367856,0.6599890790584065
buterdr01,2014,2,61,170,16,32,6,1,3,14.0,0.0,0.0,17,41.0,1.0,2.0,1.0,2.0,1.0,0.18823529411764706,0.2670157068062827,0.28823529411764703,False,False,2015,LAA,987500,5.994537104298498,-0.5276291063578791,0.2967364479040123
butlebi03,2007,0,92,329,38,96,23,2,8,52.0,0.0,0.0,27,55.0,5.0,2.0,0.0,2.0,8.0,0.2917933130699088,0.3472222222222222,0.44680851063829785,False,False,2008,KCA,399000,5.600972895686748,0.11992700090006192,1.3180351758328515
butlebi03,2008,1,124,443,44,122,22,0,11,55.0,0.0,1.0,33,57.0,0.0,0.0,0.0,2.0,23.0,0.27539503386004516,0.32426778242677823,0.39954853273137697,False,False,2009,KCA,421000,5.624282095835668,0.13233316319342237,1.3562294266183557
butlebi03,2009,2,159,608,78,183,51,1,21,93.0,1.0,0.0,58,103.0,3.0,2.0,0.0,4.0,20.0,0.30098684210526316,0.36160714285714285,0.4917763157894737,False,False,2010,KCA,470000,5.672097857935717,0.5458421818309578,3.5143271027231897
butlebi03,2010,3,158,595,77,189,45,0,15,78.0,0.0,0.0,69,78.0,8.0,5.0,0.0,9.0,32.0,0.3176470588235294,0.387905604719764,0.4689075630252101,True,False,2011,KCA,3500000,6.544068044350276,0.24533680019385873,1.759287432003952
butlebi03,2011,4,159,597,74,174,44,0,19,95.0,2.0,1.0,66,95.0,15.0,3.0,0.0,7.0,16.0,0.2914572864321608,0.3610698365527489,0.46063651591289784,True,False,2012,KCA,8500000,6.929418925714293,-0.2796706666745026,0.5252055821289359
butlebi03,2012,5,161,614,72,192,32,1,29,107.0,2.0,1.0,54,111.0,9.0,7.0,0.0,4.0,20.0,0.3127035830618892,0.37260677466863035,0.509771986970684,True,False,2013,KCA,8500000,6.929418925714293,-0.15808360148293055,0.6948905386120786
butlebi03,2013,6,162,582,62,168,27,0,15,82.0,0.0,0.0,79,102.0,11.0,3.0,0.0,4.0,28.0,0.28865979381443296,0.37425149700598803,0.41237113402061853,False,True,2014,KCA,8000000,6.903089986991944,-0.19720760510034552,0.6350272981955598
butlebi03,2014,7,151,549,57,149,32,0,9,66.0,0.0,0.0,41,96.0,3.0,5.0,0.0,8.0,21.0,0.27140255009107467,0.32338308457711445,0.3788706739526412,False,True,2015,OAK,6666000,6.823865309324511,-0.1809160425933074,0.6593013384489638
butlebi03,2015,8,151,538,63,135,28,1,15,65.0,0.0,0.0,52,101.0,4.0,7.0,0.0,4.0,26.0,0.25092936802973975,0.3227953410981697,0.3903345724907063,False,True,2016,OAK,11666667,7.066946802039027,-0.37075425377983784,0.4258393068182331
butlebr01,1984,2,159,602,108,162,25,9,3,49.0,52.0,22.0,86,62.0,1.0,4.0,11.0,6.0,6.0,0.2691029900332226,0.36103151862464183,0.3554817275747508,False,False,1985,CLE,425000,5.628388930050312,-0.08004529474704647,0.8316770268159718
butlebr01,1985,3,152,591,106,184,28,14,5,50.0,47.0,20.0,63,42.0,2.0,1.0,8.0,3.0,8.0,0.311336717428088,0.3768996960486322,0.43147208121827413,True,False,1986,CLE,850000,5.929418925714293,0.15537078475023858,1.430114416847748
butlebr01,1986,4,161,587,92,163,17,14,4,51.0,32.0,15.0,70,65.0,1.0,4.0,17.0,5.0,8.0,0.2776831345826235,0.35585585585585583,0.3747870528109029,True,False,1987,CLE,765000,5.883661435153617,0.11988036622121712,1.3178936523972953
butlebr01,1987,5,137,522,91,154,25,8,9,41.0,33.0,16.0,91,55.0,0.0,1.0,2.0,2.0,3.0,0.2950191570881226,0.39935064935064934,0.42528735632183906,True,False,1988,SFN,900000,5.954242509439325,0.2404164147727217,1.739467884180873
butlebr01,1988,6,157,568,109,163,27,9,6,43.0,43.0,20.0,97,64.0,4.0,4.0,8.0,2.0,2.0,0.2869718309859155,0.39344262295081966,0.397887323943662,False,True,1989,SFN,900000,5.954242509439325,0.2809808808004046,1.9097691818316165
butlebr01,1989,7,154,594,100,168,22,4,4,36.0,31.0,16.0,59,69.0,2.0,3.0,13.0,3.0,4.0,0.2828282828282828,0.3490136570561457,0.35353535353535354,False,True,1990,SFN,1100000,6.041392685158225,0.23857969779965948,1.7321268658595277
butlebr01,1990,8,160,622,108,192,20,9,3,44.0,51.0,19.0,90,62.0,1.0,6.0,7.0,7.0,3.0,0.3086816720257235,0.3972413793103448,0.3842443729903537,False,True,1991,LAN,2833333,6.452297619901159,-0.06855303333997753,0.8539785585029529
butlebr01,1991,9,161,615,112,182,13,5,2,38.0,38.0,28.0,108,79.0,4.0,1.0,4.0,2.0,3.0,0.2959349593495935,0.40082644628099173,0.34308943089430893,False,True,1992,LAN,3333333,6.522878701850887,-0.38270154383757404,0.41428428175310117
butlebr01,1992,10,157,553,86,171,14,11,3,39.0,41.0,21.0,95,67.0,2.0,3.0,24.0,1.0,4.0,0.3092224231464738,0.4125766871165644,0.39059674502712477,False,True,1993,LAN,3333333,6.522878701850887,-0.4367664864752099,0.3657914192184436
butlebr01,1993,11,156,607,80,181,21,10,1,42.0,39.0,19.0,86,69.0,1.0,5.0,14.0,4.0,6.0,0.2981878088962109,0.38746438746438744,0.37067545304777594,False,True,1994,LAN,3500000,6.544068044350276,-0.2432502491733297,0.5711494340983405
butlebr01,1994,12,111,417,79,131,13,9,8,33.0,27.0,8.0,68,52.0,0.0,2.0,7.0,2.0,2.0,0.31414868105515587,0.4110429447852761,0.4460431654676259,False,True,1995,NYN,2000000,6.301029995663981,0.08191304144368505,1.2075720193862258
butlebr01,1995,13,129,513,78,154,18,9,1,38.0,32.0,8.0,67,51.0,2.0,0.0,10.0,6.0,5.0,0.3001949317738791,0.3771331058020478,0.3762183235867446,False,True,1996,LAN,2000000,6.301029995663981,0.08984393159969262,1.2298267399061324
butlebr01,1996,14,34,131,22,35,1,1,0,8.0,8.0,3.0,9,22.0,0.0,1.0,1.0,3.0,1.0,0.26717557251908397,0.3125,0.2900763358778626,False,True,1997,LAN,1733304,6.2388747392540225,-0.07533305884392139,0.8407501261613582
butlebr02,2002,0,113,344,55,89,18,4,9,42.0,2.0,6.0,10,40.0,3.0,5.0,4.0,4.0,6.0,0.25872093023255816,0.2865013774104683,0.4127906976744186,False,False,2003,COL,303000,5.481442628502305,-0.051552381816335924,0.8880708564456493
butleri01,1998,0,72,217,25,49,3,3,7,20.0,4.0,2.0,15,37.0,0.0,2.0,0.0,3.0,4.0,0.22580645161290322,0.27848101265822783,0.3640552995391705,False,False,1999,TBA,215000,5.332438459915605,0.09935701684834797,1.2570629223077812
bynumfr01,2006,0,71,136,20,35,5,5,4,12.0,8.0,4.0,9,44.0,0.0,1.0,2.0,0.0,2.0,0.25735294117647056,0.3082191780821918,0.45588235294117646,False,False,2007,BAL,380000,5.57978359661681,-0.2695128796682944,0.5376344885112947
byrdma01,2003,0,135,495,86,150,28,4,7,45.0,11.0,1.0,44,94.0,3.0,7.0,4.0,3.0,8.0,0.30303030303030304,0.366120218579235,0.41818181818181815,False,False,2004,PHI,355000,5.550228353055094,0.4566904433686032,2.8621371671529663
byrdma01,2005,2,74,216,20,57,15,2,2,26.0,5.0,1.0,18,47.0,1.0,1.0,5.0,4.0,5.0,0.2638888888888889,0.3179916317991632,0.37962962962962965,False,False,2006,WAS,800000,5.903089986991944,-0.38784429709638335,0.40940741383361834
byrdma01,2007,4,109,414,60,127,17,8,10,70.0,5.0,3.0,29,88.0,3.0,5.0,0.0,6.0,9.0,0.30676328502415456,0.35462555066079293,0.45893719806763283,True,False,2008,TEX,1800000,6.2552725051033065,0.084312186982336,1.2142613929477901
byrdma01,2008,5,122,403,70,120,28,4,10,53.0,7.0,2.0,46,62.0,3.0,9.0,2.0,2.0,10.0,0.2977667493796526,0.3804347826086957,0.46153846153846156,True,False,2009,TEX,3060000,6.48572142648158,-0.06243527501482671,0.8660933917852883
byrdma01,2009,6,146,547,66,155,43,2,20,89.0,8.0,4.0,32,98.0,2.0,10.0,0.0,10.0,11.0,0.283363802559415,0.328881469115192,0.4789762340036563,False,True,2010,CHN,3000000,6.477121254719663,0.23536653616509007,1.7193588807057056
byrdma01,2010,7,152,580,84,170,39,2,12,66.0,5.0,1.0,31,98.0,1.0,17.0,0.0,2.0,12.0,0.29310344827586204,0.346031746031746,0.42931034482758623,False,True,2011,CHN,5500000,6.740362689494244,0.17108552553637058,1.4828100659221124
byrdma01,2011,8,119,446,51,123,22,2,9,35.0,3.0,2.0,25,78.0,2.0,8.0,1.0,2.0,13.0,0.2757847533632287,0.32432432432432434,0.39461883408071746,False,True,2012,CHN,6500000,6.812913356642856,-0.23340997897867855,0.5842382960769966
byrdma01,2013,9,117,425,61,121,26,5,21,71.0,2.0,4.0,25,124.0,2.0,7.0,1.0,6.0,6.0,0.2847058823529412,0.3304535637149028,0.5176470588235295,False,True,2014,PHI,8000000,6.903089986991944,-0.27873421702319945,0.5263392811281485
byrdma01,2014,10,154,591,71,156,28,2,25,85.0,3.0,2.0,35,185.0,7.0,8.0,0.0,3.0,6.0,0.2639593908629442,0.31240188383045525,0.4450084602368866,False,True,2015,CIN,8000000,6.903089986991944,-0.004298010201961411,0.9901522753263963
byrdma01,2015,11,135,506,58,125,25,5,23,73.0,2.0,1.0,29,145.0,2.0,4.0,0.0,5.0,10.0,0.24703557312252963,0.29044117647058826,0.4525691699604743,False,True,2016,CLE,1000000,6.0,0.6925316846836536,4.926422835840857
byrneer01,2003,0,121,414,64,109,27,9,12,51.0,10.0,2.0,42,71.0,4.0,2.0,0.0,2.0,3.0,0.2632850241545894,0.33260869565217394,0.45893719806763283,False,False,2004,OAK,328000,5.515873843711679,0.17956958451383187,1.5120619489664433
byrneer01,2004,1,143,569,91,161,39,3,20,73.0,17.0,1.0,46,111.0,0.0,12.0,0.0,5.0,11.0,0.28295254833040423,0.34651898734177217,0.46748681898066785,False,False,2005,OAK,2200000,6.342422680822207,-0.03232922561742946,0.9282624320892865
byrneer01,2005,2,111,359,47,83,22,3,10,35.0,5.0,2.0,25,60.0,0.0,8.0,3.0,1.0,6.0,0.23119777158774374,0.2951653944020356,0.39275766016713093,False,False,2006,ARI,2250000,6.352182518111363,-0.6497718078286852,0.22398977431375677
byrneer01,2006,3,143,562,82,150,37,3,26,79.0,25.0,3.0,34,88.0,2.0,5.0,2.0,3.0,12.0,0.2669039145907473,0.3129139072847682,0.4822064056939502,True,False,2007,ARI,4575000,6.660391098402467,-0.04364607783580077,0.9043861902664877
